student_id,avg_quiz_score,avg_time_spent,total_errors,avg_accuracy,avg_time_efficiency,struggle_topics,topics_attempted,avg_retention_score
1,1.375878217621606,-0.8162159009258709,-0.9964685686704952,1.3405750767476194,0.6947186302074183,-0.9009661713564617,1.1971867253505741,1.2864005825597866
2,-0.46394850898709755,-0.005390101598840012,1.6250149708113828,-0.47952287800667515,0.024823382838805495,1.3514492570346923,1.3462759813095497,0.3182165692836752
3,0.9859409481547835,1.3123006628780869,-0.4477859673835905,0.15463095582209796,-0.9881860947880254,-0.9009661713564617,1.4953652372685253,-0.7092772537812081
4,-0.6177104671959514,-1.2730565794672692,-0.4477859673835905,0.33115290157115546,1.6543108485609759,-0.491436093467161,-0.5918843461571329,1.9885126137437867
5,0.4821913429037537,-1.1046820132140507,-0.5087507008599133,1.1234854086721877,0.7973372868366234,-0.6962011324118114,-1.0391521140340596,0.19546795509945938
6,-0.7503019139772288,-0.418863657987526,-0.9964685686704952,-0.23362500852995668,-0.5862600956316126,-0.491436093467161,-2.3809554176648398,1.2173272242650635
7,1.5249436186845835,-0.731672269510895,-1.1793627690994635,1.4944188231468671,1.1737726167618865,-0.9009661713564617,1.0480974693915985,1.0347393839004864
8,-0.9911896644790483,0.20479424207012734,0.9544029025718327,-0.942758030377021,-0.8390815928781536,1.760979334923993,0.3026511895967206,1.0624483131203546
9,-1.56339187556203,1.5377720027770112,0.2228261008559597,-1.7013881726794782,-1.373838316903401,0.12285902336679015,-1.7845983938289376,-1.3607313821617615
10,1.7866488291063125,-0.9106177773671839,-1.1793627690994635,1.673190062771529,1.2731290124176788,-0.9009661713564617,-0.29370583423918173,0.5791879098472701
11,0.7840442444956128,1.964868463516883,-0.6306801678125588,-0.6703470282146812,-1.1857285050893924,-0.9009661713564617,-0.5918843461571329,-0.7443401071049649
12,-0.791575516088133,0.03196038390456062,-0.9355038351941725,0.2917865954029867,-0.7174722102315834,-0.6962011324118114,-1.635509137869962,-0.7943307091370851
13,-0.8811074837440924,-0.101826669822929,-0.38682123390726775,-0.8900243061218083,-0.6943438679264152,0.32762406231144053,-1.0391521140340596,-0.1525524206830806
14,-0.3180152392367115,0.2633667411416899,-0.14296230000197677,0.02824786445120594,-0.7201380348418677,-0.2866710545225106,-0.14461657828020613,-0.17600879477596137
15,-0.050107393460487405,-0.32213887129055524,0.16186136737963697,-0.34800412334786524,1.2766836775757926,0.12285902336679015,-0.4427950901981573,-1.8662334192179562
16,-0.4887923710025436,-0.3073914817344195,0.16186136737963697,-0.2475937828995795,1.167131490784964,0.532389101256091,0.7499189574736473,0.1599160714334335
17,0.8676232887701928,1.611179206966676,-0.325856500430945,-0.45610728158087893,-1.0548414716587533,-0.6962011324118114,0.6008297015146717,0.6413927100187501
18,1.5331983391067638,-0.846355578413268,-1.1183980356231407,1.4924259634264603,0.7852560765137979,-0.9009661713564617,1.0480974693915985,1.911421241316325
19,-1.0561851651769256,-0.09023665902934723,-0.14296230000197677,-0.6854180298502524,-0.1001384835681,-0.08190601557786022,-0.29370583423918173,-0.5460544861030436
20,0.08629605576639128,-1.2164198748908952,0.3447555678086052,0.8822897888226466,1.3144137784121914,0.32762406231144053,0.4517404455556962,-0.26851396309299214
21,1.0848875302819887,1.9412713840610045,-0.38682123390726775,-0.10474090905917625,-1.1502402487218613,-0.9009661713564617,0.7499189574736473,0.30339317528031334
22,-0.005608207319067883,-1.1712398339158892,0.46668503476125067,0.8230762981751114,0.9773765932206527,-0.491436093467161,1.1971867253505741,0.3601328090454898
23,-1.8242410409029413,0.9254224521912195,0.7105439686665417,-1.5119683215929105,-1.3245697635743778,0.7371541402007413,-1.4864198819109864,0.7952022499870569
24,-0.594641471730393,-0.6049556873098988,-1.1183980356231407,-0.2024258685373806,1.2918615659819486,-0.9009661713564617,-1.9336876497879132,-2.636653216706049
25,-0.3723536432188114,0.0848813640101264,1.6250149708113828,-0.6426050393022004,-0.7326467535489622,2.5800394907025948,1.1971867253505741,0.5572294847674051
26,1.0247804660386328,1.6509114979056982,-0.26489176695462224,-0.4988061045835395,-1.0951240232606403,-0.9009661713564617,0.8990082134326229,-0.8550611240389788
27,-0.21970682906261244,-1.15619824229261,-0.08199756652565403,0.6207842898335548,0.6660596884540901,-0.2866710545225106,-0.29370583423918173,1.674200625163288
28,-0.05360351034517605,0.019977955422692022,0.28379083433228247,-0.12036610153758422,-0.5536457090502077,0.32762406231144053,0.004472677678769437,0.5273402276565301
29,0.9850237569967627,1.5896760865474813,-0.26489176695462224,-0.11964124765888719,-1.0990774045420795,-0.9009661713564617,1.0480974693915985,0.604178130913645
30,-0.14587294084199648,-0.9901051742271045,-0.325856500430945,0.621311811524251,0.22690762185656493,-0.6962011324118114,-0.29370583423918173,-1.8905591385198905
31,0.14120789161828953,-1.105777132344153,-0.38682123390726775,1.0071060079863925,1.007112578164217,-0.6962011324118114,-0.7409736021161085,0.11266002132181804
32,-1.1355222003456624,0.8686542142845454,1.0763323695244782,-1.689233193723031,-1.2278067550001412,1.3514492570346923,-1.1882413699930352,-2.3345934696314896
33,1.6546791321004235,-0.6697828286722007,-1.0574333021468179,1.70197381040744,1.0362211092485145,-0.9009661713564617,0.8990082134326229,-0.5609978725507283
34,1.0810230982028646,1.7589328320999493,-0.38682123390726775,0.1665881141445345,-1.1103482636378363,-0.9009661713564617,1.0480974693915985,0.48785257377287344
35,-1.125891693186452,-0.5570026695080784,-0.569715434336236,-0.27872811308444123,-0.3341203014623185,-0.2866710545225106,-0.5918843461571329,0.5643816187783087
36,1.5689570354085471,-0.704279081270421,-1.0574333021468179,1.3782783852782239,0.49674441908093103,-0.9009661713564617,0.8990082134326229,0.45695809658150854
37,-0.5955259060613403,-0.4081862464690293,-0.5087507008599133,-0.061521056940475924,-0.6179925105123302,-0.491436093467161,-0.5918843461571329,1.2880433616094829
38,-0.3039120326854559,0.02465958970387908,0.4057203012849279,-0.17665266593481788,0.22597398353887346,0.32762406231144053,0.8990082134326229,-0.8143319009532335
39,-1.3801729722784106,0.7872196083191982,2.9052743738141604,-1.6697225364091832,-1.2120229020281017,3.194334607536546,0.4517404455556962,-0.7093249424976472
40,0.9960300508930042,1.6746999190095855,-0.14296230000197677,-0.17110391926231475,-1.065466955674151,-0.491436093467161,1.0480974693915985,-0.04324743879303268
41,1.712847697712769,-0.6705455009235218,-0.9355038351941725,1.5664297206069178,0.48182116965372196,-0.9009661713564617,1.1971867253505741,0.14068508112907757
42,-0.37429939874689755,0.23352618579262785,-0.08199756652565403,-0.31718444433615933,-0.6711669286233622,-0.08190601557786022,0.004472677678769437,0.05422404989311649
43,-0.12672657541832671,0.17328778914244194,0.46668503476125067,-0.2653202701125914,0.2951372676364418,0.9419191791453917,0.6008297015146717,1.064299496555026
44,0.1818918708418937,-0.9832411239652137,-0.569715434336236,1.0383051479789678,0.4942326331154628,-0.491436093467161,-0.890062858075084,1.9495070619359631
45,1.6521063744091609,-0.5797612039731501,-0.7526096347652043,1.0437778606913095,0.21626736070937463,-0.9009661713564617,1.3462759813095497,1.377666570818865
46,-0.9062244108406428,-0.21599283913608716,-0.6916449012888815,-0.6032418731440953,-0.29627689492115006,-0.2866710545225106,-1.635509137869962,1.784158253275376
47,0.12904304046981258,-1.1775218448280875,-0.26489176695462224,0.7852137263000633,1.1949493529416224,-0.491436093467161,-0.14461657828020613,-0.43954599319829063
48,-1.2373304188858918,-0.2297209396598685,-0.9355038351941725,-0.5293385962856754,0.4872677938459966,-0.9009661713564617,-1.9336876497879132,-1.6224950787253904
49,-0.516918454768301,-0.06214104589229243,1.2592265699534464,-0.6617807953055428,0.17587427728760002,1.3514492570346923,0.3026511895967206,-0.3718137631221252
50,-0.5400237726964152,0.43813910862866384,0.16186136737963697,-0.6914027788558059,-0.3410252140552271,0.12285902336679015,-0.14461657828020613,0.13924752203160484
51,-0.39122157561236726,-0.032341361017942084,2.112732838621965,-0.842068526578407,0.04492147272646746,2.784804529647245,1.4953652372685253,0.31721377208042634
52,-1.2134834487773696,0.8386981430798739,2.051768105145642,-1.4007081356730628,-1.2206184221178262,2.170509412813294,-0.29370583423918173,-1.0989807338463118
53,0.10818900992956618,-1.144927641245308,-0.20392703347829952,0.8526476569506836,2.210043496130411,-0.08190601557786022,-0.7409736021161085,-2.0832147567742525
54,-0.18721205660704401,-1.2318722778959246,-0.20392703347829952,0.45840808942130845,1.4023008047024512,-0.2866710545225106,-0.890062858075084,0.7420139373054041
55,-0.2331679581170835,-1.1122673236593177,-0.08199756652565403,0.7200100854971652,1.0589367467724866,-0.08190601557786022,-0.4427950901981573,-0.4606856986783477
56,1.6919160852136674,-0.7700742297209384,-0.9964685686704952,1.5464969367227726,0.6458366681819482,-0.9009661713564617,1.1971867253505741,0.971311313914707
57,0.9285018518837754,1.42076536822015,-0.5087507008599133,0.14394864158550932,-1.0431930089159138,-0.9009661713564617,0.6008297015146717,-0.37003483413409594
58,1.5051628627099514,-0.8456042050101144,-1.2403275025757863,1.7194712991019014,0.9292157915454843,-0.9009661713564617,1.4953652372685253,0.04318651685180712
59,-0.6154748137482776,0.2413562875728589,-0.8745391017178498,-0.5543581964729581,-0.6133360824558522,-0.2866710545225106,-2.0827769057468886,0.9123993320568409
60,-0.44827626088332256,-0.18772910276359556,0.10089663390331421,-0.0967176144505716,0.5721202411772518,0.532389101256091,-0.4427950901981573,-1.0301406120038303
61,-1.229075698463711,-0.31208954280255813,-1.3012922360521089,-0.8983023388065721,-0.6560840504534013,-0.9009661713564617,-2.679133929582791,-1.5773348430527094
62,-0.630333310508203,-0.31814007599637295,1.137297103000801,-0.49362286581752357,0.4924639389841297,0.9419191791453917,1.4953652372685253,-0.8117077405233768
63,-0.023591705381676372,-1.1517916915071986,0.7105439686665417,0.7874685840531499,0.9538594339099205,0.7371541402007413,1.1971867253505741,-0.16814913282420754
64,-0.8732055291519194,0.21940827500705992,-0.9964685686704952,0.02345389540242773,-0.9953712364717373,-0.6962011324118114,-1.635509137869962,-0.5655977779471726
65,-0.46964141962308437,-1.1845230422930668,0.4057203012849279,0.23257228562239174,0.6745447119399096,-0.2866710545225106,0.6008297015146717,-1.7905627275501907
66,-1.1785762323515463,1.244928289806474,2.112732838621965,-1.6151732857743764,-1.2994264386882415,1.9657443738686435,-0.4427950901981573,0.7335131725710793
